Report Number,Date of Occurrence,city,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Case Closed,Date Case Closed,area_location,latitude,longitude
17945,1/17/2022 16:00,Kolkata,127,ROBBERY,52,F,Firearm,Violent Crime,Yes,3/5/2022 1:00,Behala,22.501,88.3141
17947,1/17/2022 18:00,Delhi,203,CYBERCRIME,48,X,Poison,Other Crime,No,,Rohini,28.7492,77.0574
17948,1/17/2022 19:00,Kolkata,272,DOMESTIC VIOLENCE,16,F,Other,Violent Crime,No,,Park Street,22.5531,88.3501
17949,1/17/2022 20:00,Mumbai,542,COUNTERFEITING,77,M,Blunt Object,Other Crime,Yes,18-04-2022 12:00,Dadar,19.0184,72.8436
17951,1/17/2022 22:00,Mumbai,463,IDENTITY THEFT,76,M,None,Violent Crime,No,,Bandra,19.0606,72.8366
17952,1/17/2022 23:00,Delhi,280,FRAUD,75,M,None,Other Crime,Yes,16-04-2022 21:00,Rohini,28.7492,77.0574
17954,1/18/2022 1:00,Kolkata,417,KIDNAPPING,49,F,Blunt Object,Other Crime,Yes,25-01-2022 21:00,Salt Lake,22.5867,88.417
17955,1/18/2022 2:00,Delhi,209,DRUG OFFENSE,55,M,Knife,Other Crime,Yes,8/3/2022 9:00,Rohini,28.7492,77.0574
17956,1/18/2022 3:00,Jaipur,478,COUNTERFEITING,25,X,Knife,Other Crime,No,,Mansarovar,26.8554,75.7705
17957,1/18/2022 4:00,Delhi,319,PUBLIC INTOXICATION,59,F,Other,Other Crime,Yes,26-01-2022 11:00,Dwarka,28.5921,77.046
17959,1/18/2022 6:00,Bangalore,244,ASSAULT,36,M,Other,Violent Crime,No,,Koramangala,12.9352,77.6142
17960,1/18/2022 7:00,Hyderabad,229,KIDNAPPING,36,F,Explosives,Other Crime,No,,Begumpet,17.444,78.4637
17964,1/18/2022 11:00,Bangalore,482,PUBLIC INTOXICATION,30,X,Other,Other Crime,No,,Koramangala,12.9352,77.6142
17965,1/18/2022 12:00,Mumbai,266,ASSAULT,51,X,Blunt Object,Violent Crime,Yes,21-03-2022 16:00,Dadar,19.0184,72.8436
17966,1/18/2022 13:00,Mumbai,352,CYBERCRIME,43,F,Firearm,Other Crime,No,,Bandra,19.0606,72.8366
17967,1/18/2022 14:00,Jaipur,253,ILLEGAL POSSESSION,56,F,Firearm,Other Crime,No,,Vaishali Nagar,26.9196,75.7395
17969,1/18/2022 16:00,Mumbai,429,HOMICIDE,45,M,Knife,Other Crime,Yes,2/5/2023 6:00,Andheri,19.1197,72.8468
17972,1/18/2022 19:00,Mumbai,237,IDENTITY THEFT,54,X,Firearm,Violent Crime,No,,Bandra,19.0606,72.8366
17974,1/18/2022 21:00,Hyderabad,229,DRUG OFFENSE,77,F,Other,Other Crime,No,,Gachibowli,17.4448,78.3498
17975,1/18/2022 22:00,Hyderabad,375,ILLEGAL POSSESSION,53,X,Knife,Other Crime,No,,Gachibowli,17.4448,78.3498
17976,1/18/2022 23:00,Lucknow,428,DOMESTIC VIOLENCE,16,F,Poison,Violent Crime,Yes,15-04-2022 20:00,Hazratganj,26.8508,80.9462
17978,1/19/2022 1:00,Mumbai,211,COUNTERFEITING,24,F,Firearm,Other Crime,Yes,27-01-2022 14:00,Dadar,19.0184,72.8436
17980,1/19/2022 3:00,Bangalore,427,KIDNAPPING,56,M,Poison,Other Crime,No,,Koramangala,12.9352,77.6142
17981,1/19/2022 4:00,Delhi,392,ASSAULT,57,F,Explosives,Violent Crime,Yes,22-03-2022 14:00,Saket,28.5206,77.2073
17982,1/19/2022 5:00,Hyderabad,253,VEHICLE - STOLEN,43,X,Poison,Violent Crime,Yes,16-04-2022 03:00,Begumpet,17.444,78.4637
17984,1/19/2022 7:00,Hyderabad,149,VANDALISM,34,M,Poison,Other Crime,Yes,24-03-2022 18:00,Gachibowli,17.4448,78.3498
17985,1/19/2022 8:00,Bangalore,309,FRAUD,67,M,Poison,Other Crime,No,,Koramangala,12.9352,77.6142
17988,1/19/2022 11:00,Kolkata,443,HOMICIDE,55,X,Explosives,Other Crime,Yes,7/10/2022 11:00,Salt Lake,22.5867,88.417
17989,1/19/2022 12:00,Chennai,204,SHOPLIFTING,13,M,Blunt Object,Other Crime,No,,T. Nagar,13.042,80.2337
17991,1/19/2022 14:00,Kolkata,581,BURGLARY,25,F,None,Other Crime,Yes,1/6/2022 21:00,Behala,22.501,88.3141
17992,1/19/2022 15:00,Lucknow,337,ILLEGAL POSSESSION,42,X,Firearm,Other Crime,Yes,30-01-2022 11:00,Alambagh,26.7923,80.8899
17993,1/19/2022 16:00,Mumbai,214,HOMICIDE,26,M,Firearm,Other Crime,Yes,2/1/2024 15:00,Andheri,19.1197,72.8468
17994,1/19/2022 17:00,Jaipur,458,PUBLIC INTOXICATION,45,M,Firearm,Other Crime,No,,Vaishali Nagar,26.9196,75.7395
17995,1/19/2022 18:00,Delhi,141,SHOPLIFTING,66,F,Blunt Object,Other Crime,No,,Rohini,28.7492,77.0574
17997,1/19/2022 20:00,Hyderabad,284,ARSON,75,F,Poison,Fire Accident,No,,Begumpet,17.444,78.4637
17998,1/19/2022 21:00,Lucknow,266,SHOPLIFTING,50,M,None,Other Crime,No,,Gomti Nagar,26.8467,81
17999,1/19/2022 22:00,Mumbai,411,HOMICIDE,32,M,Knife,Other Crime,Yes,9/12/2022 16:00,Bandra,19.0606,72.8366
18002,1/20/2022 1:00,Ahmedabad,234,VEHICLE - STOLEN,36,F,Blunt Object,Violent Crime,Yes,24-02-2022 14:00,Maninagar,22.9921,72.6036
18004,1/20/2022 3:00,Pune,297,CYBERCRIME,25,F,None,Other Crime,No,,Budhwar Peth,18.5167,73.855
18005,1/20/2022 4:00,Bangalore,244,EXTORTION,65,X,Other,Other Crime,Yes,16-02-2022 15:00,Whitefield,12.9698,77.7499
18006,1/20/2022 5:00,Chennai,543,SHOPLIFTING,71,M,Knife,Other Crime,Yes,1/4/2022 12:00,Velachery,12.9784,80.2209
18007,1/20/2022 6:00,Delhi,550,CYBERCRIME,64,F,Knife,Other Crime,No,,Rohini,28.7492,77.0574
18009,1/20/2022 8:00,Chennai,574,BURGLARY,30,F,Other,Other Crime,No,,T. Nagar,13.042,80.2337
18012,1/20/2022 11:00,Hyderabad,444,VANDALISM,62,X,Knife,Other Crime,No,,Banjara Hills,17.4123,78.4296
18013,1/20/2022 12:00,Kolkata,463,VANDALISM,73,F,Other,Other Crime,No,,Salt Lake,22.5867,88.417
18014,1/20/2022 13:00,Ahmedabad,203,SEXUAL ASSAULT,10,M,Firearm,Violent Crime,No,,Satellite,23.03,72.5171
18015,1/20/2022 14:00,Mumbai,311,VEHICLE - STOLEN,23,M,Poison,Violent Crime,Yes,2/4/2022 4:00,Dadar,19.0184,72.8436
18019,1/20/2022 18:00,Mumbai,348,SEXUAL ASSAULT,36,F,Other,Violent Crime,No,,Andheri,19.1197,72.8468
18020,1/20/2022 19:00,Delhi,161,FIREARM OFFENSE,64,X,Explosives,Fire Accident,Yes,13-03-2022 09:00,Dwarka,28.5921,77.046
18023,1/20/2022 22:00,Jaipur,322,KIDNAPPING,66,X,Blunt Object,Other Crime,No,,Vaishali Nagar,26.9196,75.7395
18024,1/20/2022 23:00,Ahmedabad,274,FIREARM OFFENSE,25,X,None,Fire Accident,Yes,24-02-2022 04:00,Navrangpura,23.0422,72.5551
18025,1/21/2022 0:00,Hyderabad,202,EXTORTION,55,F,Blunt Object,Other Crime,Yes,27-03-2022 23:00,Begumpet,17.444,78.4637
18029,1/21/2022 4:00,Lucknow,318,ASSAULT,69,F,Other,Violent Crime,Yes,10/3/2022 11:00,Alambagh,26.7923,80.8899
18030,1/21/2022 5:00,Chennai,523,COUNTERFEITING,60,F,Other,Other Crime,Yes,31-03-2022 07:00,Adyar,13.0067,80.257
18031,1/21/2022 6:00,Kolkata,244,SEXUAL ASSAULT,16,F,Blunt Object,Violent Crime,No,,Salt Lake,22.5867,88.417
18032,1/21/2022 7:00,Delhi,580,KIDNAPPING,43,M,None,Other Crime,Yes,4/4/2022 7:00,Rohini,28.7492,77.0574
18033,1/21/2022 8:00,Delhi,339,IDENTITY THEFT,63,M,Poison,Violent Crime,No,,Dwarka,28.5921,77.046
18034,1/21/2022 9:00,Bangalore,415,FRAUD,54,M,Firearm,Other Crime,Yes,25-02-2022 15:00,Koramangala,12.9352,77.6142
18035,1/21/2022 10:00,Delhi,209,ARSON,55,F,Poison,Fire Accident,No,,Dwarka,28.5921,77.046
18036,1/21/2022 11:00,Delhi,140,PUBLIC INTOXICATION,30,X,Poison,Other Crime,Yes,7/2/2022 7:00,Rohini,28.7492,77.0574
18037,1/21/2022 12:00,Mumbai,259,BURGLARY,76,X,Poison,Other Crime,Yes,29-03-2022 19:00,Dadar,19.0184,72.8436
18038,1/21/2022 13:00,Ahmedabad,485,KIDNAPPING,52,X,Firearm,Other Crime,Yes,21-03-2022 17:00,Navrangpura,23.0422,72.5551
18039,1/21/2022 14:00,Ahmedabad,359,HOMICIDE,10,X,Firearm,Other Crime,Yes,1/9/2022 15:00,Maninagar,22.9921,72.6036
18040,1/21/2022 15:00,Chennai,411,PUBLIC INTOXICATION,21,X,Blunt Object,Other Crime,No,,T. Nagar,13.042,80.2337
18042,1/21/2022 17:00,Delhi,421,TRAFFIC VIOLATION,41,X,Firearm,Traffic Fatality,No,,Dwarka,28.5921,77.046
18043,1/21/2022 18:00,Mumbai,366,PUBLIC INTOXICATION,57,M,Blunt Object,Other Crime,Yes,9/2/2022 1:00,Dadar,19.0184,72.8436
18044,1/21/2022 19:00,Mumbai,214,CYBERCRIME,15,F,Blunt Object,Other Crime,No,,Andheri,19.1197,72.8468
18045,1/21/2022 20:00,Bangalore,412,HOMICIDE,36,X,Knife,Other Crime,No,,Whitefield,12.9698,77.7499
18047,1/21/2022 22:00,Delhi,277,SEXUAL ASSAULT,49,M,Blunt Object,Violent Crime,Yes,19-09-2023 17:00,Rohini,28.7492,77.0574
18048,1/21/2022 23:00,Pune,317,SHOPLIFTING,44,M,Firearm,Other Crime,No,,Viman Nagar,18.5679,73.9143
18049,1/22/2022 0:00,Pune,360,EXTORTION,37,X,Other,Other Crime,No,,Kothrud,18.5096,73.8077
18050,1/22/2022 1:00,Mumbai,426,COUNTERFEITING,73,F,Poison,Other Crime,No,,Bandra,19.0606,72.8366
18051,1/22/2022 2:00,Delhi,238,SEXUAL ASSAULT,32,M,Explosives,Violent Crime,No,,Rohini,28.7492,77.0574
18052,1/22/2022 3:00,Kolkata,186,SHOPLIFTING,70,F,Poison,Other Crime,Yes,1/2/2022 1:00,Salt Lake,22.5867,88.417
18054,1/22/2022 5:00,Hyderabad,211,EXTORTION,22,X,Knife,Other Crime,No,,Gachibowli,17.4448,78.3498
18055,1/22/2022 6:00,Chennai,264,SHOPLIFTING,19,M,Poison,Other Crime,Yes,12/4/2022 8:00,T. Nagar,13.042,80.2337
18057,1/22/2022 8:00,Chennai,366,COUNTERFEITING,29,F,Poison,Other Crime,No,,Velachery,12.9784,80.2209
18058,1/22/2022 9:00,Mumbai,546,CYBERCRIME,47,M,Firearm,Other Crime,Yes,29-03-2022 03:00,Andheri,19.1197,72.8468
18059,1/22/2022 10:00,Kolkata,339,CYBERCRIME,56,X,Blunt Object,Other Crime,No,,Park Street,22.5531,88.3501
18060,1/22/2022 11:00,Delhi,407,EXTORTION,21,F,Explosives,Other Crime,No,,Saket,28.5206,77.2073
18061,1/22/2022 12:00,Bangalore,305,DRUG OFFENSE,33,X,Poison,Other Crime,Yes,21-03-2022 10:00,Indiranagar,12.9716,77.6408
18062,1/22/2022 13:00,Chennai,104,EXTORTION,77,F,Blunt Object,Other Crime,Yes,23-03-2022 11:00,T. Nagar,13.042,80.2337
18064,1/22/2022 15:00,Chennai,136,SEXUAL ASSAULT,72,F,Poison,Violent Crime,No,,T. Nagar,13.042,80.2337
18065,1/22/2022 16:00,Kolkata,567,VEHICLE - STOLEN,61,M,None,Violent Crime,Yes,17-04-2022 04:00,Behala,22.501,88.3141
18066,1/22/2022 17:00,Delhi,334,IDENTITY THEFT,76,F,Explosives,Violent Crime,Yes,1/3/2022 7:00,Dwarka,28.5921,77.046
18067,1/22/2022 18:00,Mumbai,147,ASSAULT,73,X,Knife,Violent Crime,No,,Andheri,19.1197,72.8468
18069,1/22/2022 20:00,Delhi,544,ASSAULT,22,M,Poison,Violent Crime,No,,Dwarka,28.5921,77.046
18070,1/22/2022 21:00,Delhi,320,IDENTITY THEFT,16,M,Firearm,Violent Crime,No,,Saket,28.5206,77.2073
18071,1/22/2022 22:00,Lucknow,147,KIDNAPPING,70,M,Other,Other Crime,Yes,7/2/2022 18:00,Hazratganj,26.8508,80.9462
18072,1/22/2022 23:00,Mumbai,189,VANDALISM,75,X,Other,Other Crime,No,,Dadar,19.0184,72.8436
18073,1/23/2022 0:00,Lucknow,167,DRUG OFFENSE,66,M,None,Other Crime,Yes,7/4/2022 14:00,Alambagh,26.7923,80.8899
18076,1/23/2022 3:00,Mumbai,151,SEXUAL ASSAULT,62,X,Knife,Violent Crime,No,,Andheri,19.1197,72.8468
18077,1/23/2022 4:00,Delhi,167,CYBERCRIME,68,M,Knife,Other Crime,No,,Saket,28.5206,77.2073
18078,1/23/2022 5:00,Chennai,231,SEXUAL ASSAULT,46,X,Other,Violent Crime,Yes,19-04-2023 15:00,T. Nagar,13.042,80.2337
18080,1/23/2022 7:00,Pune,283,HOMICIDE,60,X,Other,Other Crime,No,,Kondhwa,18.4575,73.8901
18086,1/23/2022 13:00,Hyderabad,316,COUNTERFEITING,14,X,Explosives,Other Crime,No,,Begumpet,17.444,78.4637
18087,1/23/2022 14:00,Delhi,526,ROBBERY,16,X,Firearm,Violent Crime,Yes,5/5/2022 17:00,Dwarka,28.5921,77.046
18088,1/23/2022 15:00,Bangalore,185,SHOPLIFTING,55,X,Other,Other Crime,Yes,16-02-2022 03:00,Indiranagar,12.9716,77.6408
18089,1/23/2022 16:00,Pune,174,CYBERCRIME,49,F,Other,Other Crime,Yes,23-02-2022 13:00,Kasba Peth,18.5196,73.8574
18090,1/23/2022 17:00,Hyderabad,127,ROBBERY,69,X,None,Violent Crime,Yes,14-07-2022 04:00,Gachibowli,17.4448,78.3498
18092,1/23/2022 19:00,Mumbai,540,ILLEGAL POSSESSION,74,F,Knife,Other Crime,No,,Bandra,19.0606,72.8366
18093,1/23/2022 20:00,Jaipur,187,KIDNAPPING,64,X,Poison,Other Crime,Yes,25-02-2022 15:00,Vaishali Nagar,26.9196,75.7395
18094,1/23/2022 21:00,Delhi,222,SEXUAL ASSAULT,73,F,Other,Violent Crime,Yes,2/1/2024 15:00,Rohini,28.7492,77.0574
18096,1/23/2022 23:00,Pune,522,COUNTERFEITING,33,F,Other,Other Crime,No,,Budhwar Peth,18.5167,73.855
18097,1/24/2022 0:00,Lucknow,585,VANDALISM,33,F,None,Other Crime,Yes,15-03-2022 03:00,Gomti Nagar,26.8467,81
18098,1/24/2022 1:00,Lucknow,429,FRAUD,38,X,Blunt Object,Other Crime,No,,Alambagh,26.7923,80.8899
18100,1/24/2022 3:00,Delhi,122,FIREARM OFFENSE,15,X,Firearm,Fire Accident,Yes,14-03-2022 19:00,Dwarka,28.5921,77.046
18101,1/24/2022 4:00,Kolkata,351,SHOPLIFTING,34,X,Knife,Other Crime,Yes,11/4/2022 14:00,Behala,22.501,88.3141
18103,1/24/2022 6:00,Ahmedabad,350,ROBBERY,55,X,Blunt Object,Violent Crime,Yes,11/7/2022 7:00,Navrangpura,23.0422,72.5551
18104,1/24/2022 7:00,Jaipur,233,FIREARM OFFENSE,11,M,Firearm,Fire Accident,No,,Malviya Nagar,26.8497,75.818
18105,1/24/2022 8:00,Delhi,239,KIDNAPPING,55,M,Firearm,Other Crime,Yes,17-04-2022 10:00,Saket,28.5206,77.2073
18106,1/24/2022 9:00,Hyderabad,228,CYBERCRIME,38,X,Other,Other Crime,No,,Banjara Hills,17.4123,78.4296
18107,1/24/2022 10:00,Bangalore,102,SHOPLIFTING,60,F,Explosives,Other Crime,No,,Indiranagar,12.9716,77.6408
18108,1/24/2022 11:00,Delhi,106,DOMESTIC VIOLENCE,48,F,Firearm,Violent Crime,Yes,21-03-2022 23:00,Dwarka,28.5921,77.046
18109,1/24/2022 12:00,Pune,398,KIDNAPPING,61,X,Poison,Other Crime,Yes,22-03-2022 18:00,Kondhwa,18.4575,73.8901
18110,1/24/2022 13:00,Delhi,296,SHOPLIFTING,63,X,Other,Other Crime,No,,Dwarka,28.5921,77.046
18113,1/24/2022 16:00,Bangalore,530,ROBBERY,50,F,None,Violent Crime,Yes,12/5/2022 18:00,Whitefield,12.9698,77.7499
18114,1/24/2022 17:00,Mumbai,403,COUNTERFEITING,64,F,None,Other Crime,Yes,21-02-2022 09:00,Bandra,19.0606,72.8366
18116,1/24/2022 19:00,Lucknow,579,SEXUAL ASSAULT,43,M,Poison,Violent Crime,Yes,6/5/2023 3:00,Alambagh,26.7923,80.8899
18117,1/24/2022 20:00,Delhi,151,DRUG OFFENSE,20,X,None,Other Crime,No,,Dwarka,28.5921,77.046
18118,1/24/2022 21:00,Delhi,344,SHOPLIFTING,46,M,Blunt Object,Other Crime,Yes,12/2/2022 13:00,Saket,28.5206,77.2073
18119,1/24/2022 22:00,Pune,292,BURGLARY,19,M,Firearm,Other Crime,Yes,20-03-2022 23:00,Kalyani Nagar,18.5485,73.9028
18120,1/24/2022 23:00,Kolkata,404,DOMESTIC VIOLENCE,45,M,Knife,Violent Crime,No,,Park Street,22.5531,88.3501
18121,1/25/2022 0:00,Mumbai,423,VANDALISM,48,F,None,Other Crime,No,,Dadar,19.0184,72.8436
18122,1/25/2022 1:00,Kolkata,160,KIDNAPPING,37,F,Knife,Other Crime,Yes,6/3/2022 6:00,Behala,22.501,88.3141
18125,1/25/2022 4:00,Pune,594,COUNTERFEITING,55,X,None,Other Crime,Yes,24-02-2022 00:00,Kasba Peth,18.5196,73.8574
18126,1/25/2022 5:00,Jaipur,382,DRUG OFFENSE,66,X,None,Other Crime,No,,Malviya Nagar,26.8497,75.818
18127,1/25/2022 6:00,Delhi,319,SHOPLIFTING,77,F,Poison,Other Crime,No,,Saket,28.5206,77.2073
18128,1/25/2022 7:00,Hyderabad,229,VEHICLE - STOLEN,58,X,None,Violent Crime,No,,Banjara Hills,17.4123,78.4296
18130,1/25/2022 9:00,Bangalore,207,CYBERCRIME,74,F,Knife,Other Crime,No,,Koramangala,12.9352,77.6142
18131,1/25/2022 10:00,Bangalore,512,BURGLARY,31,M,Explosives,Other Crime,No,,Indiranagar,12.9716,77.6408
18134,1/25/2022 13:00,Delhi,239,ASSAULT,31,F,Other,Violent Crime,Yes,11/4/2022 10:00,Dwarka,28.5921,77.046
18137,1/25/2022 16:00,Kolkata,333,EXTORTION,11,M,Blunt Object,Other Crime,No,,Salt Lake,22.5867,88.417
18138,1/25/2022 17:00,Bangalore,456,DOMESTIC VIOLENCE,52,M,Poison,Violent Crime,No,,Koramangala,12.9352,77.6142
18139,1/25/2022 18:00,Ahmedabad,408,DOMESTIC VIOLENCE,35,M,Poison,Violent Crime,Yes,12/2/2022 21:00,Navrangpura,23.0422,72.5551
18140,1/25/2022 19:00,Kolkata,336,ROBBERY,62,X,Other,Violent Crime,Yes,10/3/2022 19:00,Park Street,22.5531,88.3501
18141,1/25/2022 20:00,Delhi,316,EXTORTION,42,M,Blunt Object,Other Crime,No,,Saket,28.5206,77.2073
18144,1/25/2022 23:00,Mumbai,342,CYBERCRIME,24,M,Knife,Other Crime,Yes,27-04-2022 20:00,Dadar,19.0184,72.8436
18145,1/26/2022 0:00,Kolkata,513,FIREARM OFFENSE,47,M,Knife,Fire Accident,No,,Behala,22.501,88.3141
18146,1/26/2022 1:00,Jaipur,224,ASSAULT,41,F,Blunt Object,Violent Crime,Yes,19-02-2022 07:00,Vaishali Nagar,26.9196,75.7395
18148,1/26/2022 3:00,Delhi,161,ILLEGAL POSSESSION,20,X,Knife,Other Crime,No,,Dwarka,28.5921,77.046
18149,1/26/2022 4:00,Bangalore,466,FRAUD,50,X,Explosives,Other Crime,No,,Koramangala,12.9352,77.6142
18150,1/26/2022 5:00,Pune,224,KIDNAPPING,60,M,Firearm,Other Crime,No,,Tadiwala Road,18.5193,73.8794
18151,1/26/2022 6:00,Ahmedabad,562,CYBERCRIME,24,X,None,Other Crime,Yes,10/2/2022 1:00,Navrangpura,23.0422,72.5551
18153,1/26/2022 8:00,Delhi,218,VEHICLE - STOLEN,57,F,Blunt Object,Violent Crime,No,,Dwarka,28.5921,77.046
18154,1/26/2022 9:00,Kolkata,130,ARSON,47,X,None,Fire Accident,No,,Behala,22.501,88.3141
18155,1/26/2022 10:00,Jaipur,330,VEHICLE - STOLEN,25,M,None,Violent Crime,No,,Mansarovar,26.8554,75.7705
18157,1/26/2022 12:00,Bangalore,174,HOMICIDE,54,M,Other,Other Crime,No,,Koramangala,12.9352,77.6142
18159,1/26/2022 14:00,Chennai,588,KIDNAPPING,51,M,Firearm,Other Crime,Yes,12/2/2022 14:00,Velachery,12.9784,80.2209
18160,1/26/2022 15:00,Delhi,195,VEHICLE - STOLEN,79,X,None,Violent Crime,Yes,14-04-2022 19:00,Rohini,28.7492,77.0574
18161,1/26/2022 16:00,Bangalore,127,HOMICIDE,50,X,Knife,Other Crime,Yes,1/11/2023 22:00,Indiranagar,12.9716,77.6408
18162,1/26/2022 17:00,Chennai,451,SEXUAL ASSAULT,49,X,Firearm,Violent Crime,No,,Velachery,12.9784,80.2209
18163,1/26/2022 18:00,Jaipur,523,SEXUAL ASSAULT,47,F,Other,Violent Crime,No,,Mansarovar,26.8554,75.7705
18165,1/26/2022 20:00,Kolkata,282,SHOPLIFTING,33,F,Knife,Other Crime,Yes,20-02-2022 07:00,Behala,22.501,88.3141
18166,1/26/2022 21:00,Mumbai,591,KIDNAPPING,55,M,Other,Other Crime,No,,Bandra,19.0606,72.8366
18167,1/26/2022 22:00,Ahmedabad,379,VANDALISM,50,M,Blunt Object,Other Crime,No,,Maninagar,22.9921,72.6036
18168,1/26/2022 23:00,Bangalore,549,KIDNAPPING,24,X,Explosives,Other Crime,Yes,25-04-2022 10:00,Indiranagar,12.9716,77.6408
18169,1/27/2022 0:00,Delhi,368,SHOPLIFTING,22,M,Firearm,Other Crime,Yes,27-04-2022 16:00,Rohini,28.7492,77.0574
18170,1/27/2022 1:00,Hyderabad,287,ASSAULT,52,F,Other,Violent Crime,No,,Gachibowli,17.4448,78.3498
18171,1/27/2022 2:00,Mumbai,183,KIDNAPPING,16,M,Other,Other Crime,No,,Andheri,19.1197,72.8468
18175,1/27/2022 6:00,Bangalore,463,FRAUD,62,F,Explosives,Other Crime,No,,Koramangala,12.9352,77.6142
18176,1/27/2022 7:00,Delhi,147,HOMICIDE,34,M,Poison,Other Crime,Yes,17-10-2022 00:00,Rohini,28.7492,77.0574
18177,1/27/2022 8:00,Jaipur,145,VANDALISM,11,F,Poison,Other Crime,No,,Malviya Nagar,26.8497,75.818
18178,1/27/2022 9:00,Mumbai,201,TRAFFIC VIOLATION,26,F,Blunt Object,Traffic Fatality,No,,Andheri,19.1197,72.8468
18179,1/27/2022 10:00,Bangalore,107,VANDALISM,70,X,Blunt Object,Other Crime,Yes,22-03-2022 11:00,Koramangala,12.9352,77.6142
18180,1/27/2022 11:00,Ahmedabad,414,ASSAULT,43,X,None,Violent Crime,No,,Navrangpura,23.0422,72.5551
18182,1/27/2022 13:00,Mumbai,576,ASSAULT,34,X,Blunt Object,Violent Crime,Yes,7/2/2022 17:00,Andheri,19.1197,72.8468
18183,1/27/2022 14:00,Delhi,535,SHOPLIFTING,26,F,Blunt Object,Other Crime,No,,Dwarka,28.5921,77.046
18184,1/27/2022 15:00,Delhi,353,DRUG OFFENSE,37,M,Explosives,Other Crime,No,,Rohini,28.7492,77.0574
18185,1/27/2022 16:00,Chennai,220,COUNTERFEITING,28,M,Poison,Other Crime,Yes,9/2/2022 3:00,T. Nagar,13.042,80.2337
18186,1/27/2022 17:00,Delhi,148,ILLEGAL POSSESSION,11,F,Blunt Object,Other Crime,No,,Dwarka,28.5921,77.046
18187,1/27/2022 18:00,Kolkata,454,BURGLARY,53,F,Other,Other Crime,No,,Behala,22.501,88.3141
18188,1/27/2022 19:00,Chennai,284,ROBBERY,67,M,Firearm,Violent Crime,Yes,12/7/2022 5:00,Adyar,13.0067,80.257
18189,1/27/2022 20:00,Ahmedabad,514,DOMESTIC VIOLENCE,44,M,Firearm,Violent Crime,No,,Navrangpura,23.0422,72.5551
18193,1/28/2022 0:00,Lucknow,537,SEXUAL ASSAULT,36,X,Blunt Object,Violent Crime,Yes,30-10-2023 06:00,Alambagh,26.7923,80.8899
18194,1/28/2022 1:00,Jaipur,534,VANDALISM,10,F,Knife,Other Crime,Yes,25-04-2022 21:00,Vaishali Nagar,26.9196,75.7395
18196,1/28/2022 3:00,Mumbai,553,SEXUAL ASSAULT,68,M,Knife,Violent Crime,No,,Andheri,19.1197,72.8468
18197,1/28/2022 4:00,Chennai,221,VEHICLE - STOLEN,50,F,Explosives,Violent Crime,No,,Adyar,13.0067,80.257
18198,1/28/2022 5:00,Bangalore,313,ILLEGAL POSSESSION,61,F,None,Other Crime,No,,Koramangala,12.9352,77.6142
18199,1/28/2022 6:00,Kolkata,497,COUNTERFEITING,77,M,Poison,Other Crime,Yes,21-03-2022 14:00,Salt Lake,22.5867,88.417
18200,1/28/2022 7:00,Delhi,147,VANDALISM,38,F,Other,Other Crime,No,,Rohini,28.7492,77.0574
18201,1/28/2022 8:00,Ahmedabad,287,ASSAULT,26,X,Blunt Object,Violent Crime,No,,Navrangpura,23.0422,72.5551
18202,1/28/2022 9:00,Mumbai,318,ROBBERY,67,F,Poison,Violent Crime,Yes,1/4/2022 9:00,Andheri,19.1197,72.8468
18203,1/28/2022 10:00,Kolkata,363,SEXUAL ASSAULT,53,X,None,Violent Crime,Yes,7/8/2022 22:00,Behala,22.501,88.3141
18204,1/28/2022 11:00,Mumbai,223,ROBBERY,64,F,None,Violent Crime,Yes,27-06-2022 09:00,Dadar,19.0184,72.8436
18206,1/28/2022 13:00,Bangalore,352,ILLEGAL POSSESSION,42,F,Firearm,Other Crime,Yes,13-04-2022 09:00,Indiranagar,12.9716,77.6408
18207,1/28/2022 14:00,Hyderabad,226,DOMESTIC VIOLENCE,58,M,Firearm,Violent Crime,Yes,13-03-2022 12:00,Banjara Hills,17.4123,78.4296
18209,1/28/2022 16:00,Bangalore,453,SEXUAL ASSAULT,42,M,Other,Violent Crime,Yes,2/10/2023 1:00,Indiranagar,12.9716,77.6408
18210,1/28/2022 17:00,Kolkata,159,COUNTERFEITING,36,X,Explosives,Other Crime,No,,Salt Lake,22.5867,88.417
18211,1/28/2022 18:00,Kolkata,556,DRUG OFFENSE,47,M,Explosives,Other Crime,No,,Salt Lake,22.5867,88.417
18213,1/28/2022 20:00,Mumbai,448,DRUG OFFENSE,20,M,Poison,Other Crime,No,,Bandra,19.0606,72.8366
18215,1/28/2022 22:00,Chennai,338,VANDALISM,74,X,Other,Other Crime,No,,Adyar,13.0067,80.257
18216,1/28/2022 23:00,Mumbai,414,KIDNAPPING,33,F,Firearm,Other Crime,Yes,27-03-2022 21:00,Bandra,19.0606,72.8366
18217,1/29/2022 0:00,Delhi,236,ILLEGAL POSSESSION,35,X,Firearm,Other Crime,Yes,20-03-2022 01:00,Saket,28.5206,77.2073
18218,1/29/2022 1:00,Hyderabad,323,DOMESTIC VIOLENCE,44,X,Firearm,Violent Crime,Yes,16-04-2022 10:00,Banjara Hills,17.4123,78.4296
18219,1/29/2022 2:00,Chennai,232,KIDNAPPING,47,M,None,Other Crime,Yes,2/4/2022 10:00,T. Nagar,13.042,80.2337
