city,area,latitude,longitude,risk_level,crime_description
Pune,Viman Nagar,18.5679,73.9143,High,DOMESTIC VIOLENCE
Chennai,Velachery,12.9784,80.2209,High,HOMICIDE
Hyderabad,Gachibowli,17.4448,78.3498,Low,ROBBERY
Chennai,Velachery,12.9784,80.2209,High,CYBERCRIME
Mumbai,Bandra,19.0606,72.8366,Low,VANDALISM
Ahmedabad,Navrangpura,23.0422,72.5551,High,CYBERCRIME
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ROBBERY
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,VANDALISM
Delhi,Dwarka,28.5921,77.046,Medium,ROBBERY
Lucknow,Alambagh,26.7923,80.8899,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,Medium,ASSAULT
Pune,Kasba Peth,18.5196,73.8574,High,COUNTERFEITING
Kolkata,Behala,22.501,88.3141,High,HOMICIDE
Bangalore,Indiranagar,12.9716,77.6408,High,COUNTERFEITING
Hyderabad,Begumpet,17.444,78.4637,Medium,DRUG OFFENSE
Pune,Yerawada,18.5575,73.899,High,DOMESTIC VIOLENCE
Jaipur,Mansarovar,26.8554,75.7705,Low,BURGLARY
Jaipur,Malviya Nagar,26.8497,75.818,Low,FRAUD
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Hyderabad,Begumpet,17.444,78.4637,Medium,EXTORTION
Mumbai,Dadar,19.0184,72.8436,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Low,VANDALISM
Mumbai,Andheri,19.1197,72.8468,Medium,EXTORTION
Ahmedabad,Maninagar,22.9921,72.6036,Low,COUNTERFEITING
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Delhi,Dwarka,28.5921,77.046,Low,COUNTERFEITING
Mumbai,Dadar,19.0184,72.8436,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Medium,PUBLIC INTOXICATION
Mumbai,Bandra,19.0606,72.8366,Medium,FIREARM OFFENSE
Pune,Viman Nagar,18.5679,73.9143,High,SEXUAL ASSAULT
Lucknow,Gomti Nagar,26.8467,81.0,High,COUNTERFEITING
Jaipur,Malviya Nagar,26.8497,75.818,High,CYBERCRIME
Bangalore,Koramangala,12.9352,77.6142,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Low,ARSON
Chennai,Adyar,13.0067,80.257,Medium,ILLEGAL POSSESSION
Pune,Kasba Peth,18.5196,73.8574,Low,FRAUD
Chennai,Velachery,12.9784,80.2209,High,CYBERCRIME
Hyderabad,Banjara Hills,17.4123,78.4296,Low,TRAFFIC VIOLATION
Chennai,T. Nagar,13.042,80.2337,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Low,FIREARM OFFENSE
Delhi,Dwarka,28.5921,77.046,Medium,EXTORTION
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Pune,Koregaon Park,18.5362,73.8938,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Low,ARSON
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Bangalore,Whitefield,12.9698,77.7499,High,HOMICIDE
Ahmedabad,Maninagar,22.9921,72.6036,Medium,EXTORTION
Bangalore,Koramangala,12.9352,77.6142,Medium,ASSAULT
Bangalore,Indiranagar,12.9716,77.6408,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,Low,FRAUD
Lucknow,Gomti Nagar,26.8467,81.0,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Delhi,Dwarka,28.5921,77.046,Medium,ASSAULT
Kolkata,Behala,22.501,88.3141,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,VEHICLE - STOLEN
Kolkata,Park Street,22.5531,88.3501,High,DOMESTIC VIOLENCE
Chennai,Velachery,12.9784,80.2209,Low,ARSON
Lucknow,Hazratganj,26.8508,80.9462,Low,BURGLARY
Bangalore,Koramangala,12.9352,77.6142,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,High,HOMICIDE
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Pune,Viman Nagar,18.5679,73.9143,Medium,EXTORTION
Pune,Kondhwa,18.4575,73.8901,High,SHOPLIFTING
Ahmedabad,Satellite,23.03,72.5171,Low,BURGLARY
Mumbai,Dadar,19.0184,72.8436,High,HOMICIDE
Pune,Koregaon Park,18.5362,73.8938,Medium,ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Medium,EXTORTION
Bangalore,Indiranagar,12.9716,77.6408,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Low,ARSON
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Hyderabad,Gachibowli,17.4448,78.3498,High,COUNTERFEITING
Bangalore,Whitefield,12.9698,77.7499,Low,FRAUD
Bangalore,Whitefield,12.9698,77.7499,Medium,SHOPLIFTING
Pune,Tadiwala Road,18.5193,73.8794,Low,DOMESTIC VIOLENCE
Kolkata,Park Street,22.5531,88.3501,Low,IDENTITY THEFT
Bangalore,Indiranagar,12.9716,77.6408,Medium,ASSAULT
Kolkata,Park Street,22.5531,88.3501,Medium,ILLEGAL POSSESSION
Mumbai,Andheri,19.1197,72.8468,High,SEXUAL ASSAULT
Kolkata,Salt Lake,22.5867,88.417,Medium,ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Chennai,Velachery,12.9784,80.2209,Low,ROBBERY
Lucknow,Hazratganj,26.8508,80.9462,High,SEXUAL ASSAULT
Bangalore,Indiranagar,12.9716,77.6408,Medium,ILLEGAL POSSESSION
Hyderabad,Gachibowli,17.4448,78.3498,High,HOMICIDE
Hyderabad,Gachibowli,17.4448,78.3498,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Bangalore,Indiranagar,12.9716,77.6408,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Low,VEHICLE - STOLEN
Pune,Kalyani Nagar,18.5485,73.9028,Low,VEHICLE - STOLEN
Pune,Kasba Peth,18.5196,73.8574,Medium,ASSAULT
Hyderabad,Begumpet,17.444,78.4637,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,High,HOMICIDE
Bangalore,Whitefield,12.9698,77.7499,Low,VANDALISM
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Mumbai,Andheri,19.1197,72.8468,Low,CYBERCRIME
Mumbai,Bandra,19.0606,72.8366,Medium,EXTORTION
Bangalore,Indiranagar,12.9716,77.6408,High,KIDNAPPING
Hyderabad,Gachibowli,17.4448,78.3498,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Medium,ROBBERY
Jaipur,Vaishali Nagar,26.9196,75.7395,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Medium,EXTORTION
Bangalore,Whitefield,12.9698,77.7499,Low,TRAFFIC VIOLATION
Mumbai,Andheri,19.1197,72.8468,High,CYBERCRIME
Delhi,Saket,28.5206,77.2073,Low,BURGLARY
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Low,VANDALISM
Chennai,T. Nagar,13.042,80.2337,Low,IDENTITY THEFT
Mumbai,Andheri,19.1197,72.8468,High,KIDNAPPING
Kolkata,Behala,22.501,88.3141,Medium,ILLEGAL POSSESSION
Chennai,T. Nagar,13.042,80.2337,High,KIDNAPPING
Jaipur,Mansarovar,26.8554,75.7705,Low,ARSON
Chennai,Adyar,13.0067,80.257,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VANDALISM
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,Low,TRAFFIC VIOLATION
Pune,Budhwar Peth,18.5167,73.855,Low,ROBBERY
Hyderabad,Gachibowli,17.4448,78.3498,High,SEXUAL ASSAULT
Delhi,Rohini,28.7492,77.0574,Low,CYBERCRIME
Kolkata,Salt Lake,22.5867,88.417,Low,FRAUD
Pune,Kondhwa,18.4575,73.8901,High,KIDNAPPING
Delhi,Dwarka,28.5921,77.046,Low,ARSON
Bangalore,Indiranagar,12.9716,77.6408,High,DOMESTIC VIOLENCE
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Mumbai,Bandra,19.0606,72.8366,Low,VANDALISM
Chennai,Velachery,12.9784,80.2209,Low,VEHICLE - STOLEN
Ahmedabad,Navrangpura,23.0422,72.5551,High,CYBERCRIME
Ahmedabad,Navrangpura,23.0422,72.5551,Low,FRAUD
Bangalore,Indiranagar,12.9716,77.6408,High,SEXUAL ASSAULT
Ahmedabad,Maninagar,22.9921,72.6036,Low,BURGLARY
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VEHICLE - STOLEN
Chennai,T. Nagar,13.042,80.2337,Medium,ASSAULT
Kolkata,Park Street,22.5531,88.3501,Medium,PUBLIC INTOXICATION
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Hyderabad,Begumpet,17.444,78.4637,High,CYBERCRIME
Bangalore,Indiranagar,12.9716,77.6408,High,HOMICIDE
Pune,Kondhwa,18.4575,73.8901,High,CYBERCRIME
Mumbai,Andheri,19.1197,72.8468,Low,FRAUD
Mumbai,Dadar,19.0184,72.8436,High,CYBERCRIME
Jaipur,Mansarovar,26.8554,75.7705,Low,ARSON
Pune,Budhwar Peth,18.5167,73.855,High,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,Medium,ASSAULT
Ahmedabad,Maninagar,22.9921,72.6036,Low,ARSON
Jaipur,Malviya Nagar,26.8497,75.818,Low,BURGLARY
Bangalore,Indiranagar,12.9716,77.6408,High,HOMICIDE
Mumbai,Andheri,19.1197,72.8468,High,DOMESTIC VIOLENCE
Hyderabad,Gachibowli,17.4448,78.3498,Medium,ILLEGAL POSSESSION
Pune,Yerawada,18.5575,73.899,Low,VANDALISM
Mumbai,Bandra,19.0606,72.8366,Medium,FIREARM OFFENSE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,FRAUD
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,DOMESTIC VIOLENCE
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
Bangalore,Whitefield,12.9698,77.7499,Medium,EXTORTION
Jaipur,Malviya Nagar,26.8497,75.818,Medium,ASSAULT
Delhi,Dwarka,28.5921,77.046,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Low,FRAUD
Mumbai,Andheri,19.1197,72.8468,Low,ARSON
Hyderabad,Gachibowli,17.4448,78.3498,Low,ROBBERY
Kolkata,Park Street,22.5531,88.3501,Low,TRAFFIC VIOLATION
Ahmedabad,Satellite,23.03,72.5171,Low,BURGLARY
Kolkata,Behala,22.501,88.3141,High,SEXUAL ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Pune,Kasba Peth,18.5196,73.8574,Medium,ROBBERY
Pune,Budhwar Peth,18.5167,73.855,Medium,ASSAULT
Delhi,Dwarka,28.5921,77.046,High,KIDNAPPING
Kolkata,Behala,22.501,88.3141,Medium,ILLEGAL POSSESSION
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ASSAULT
Mumbai,Bandra,19.0606,72.8366,Medium,EXTORTION
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,IDENTITY THEFT
Bangalore,Koramangala,12.9352,77.6142,High,COUNTERFEITING
Mumbai,Bandra,19.0606,72.8366,Medium,ILLEGAL POSSESSION
Chennai,T. Nagar,13.042,80.2337,High,SEXUAL ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Medium,ILLEGAL POSSESSION
Mumbai,Dadar,19.0184,72.8436,Low,IDENTITY THEFT
Hyderabad,Gachibowli,17.4448,78.3498,Medium,ASSAULT
Ahmedabad,Satellite,23.03,72.5171,Medium,ASSAULT
Hyderabad,Begumpet,17.444,78.4637,Low,VANDALISM
Kolkata,Park Street,22.5531,88.3501,High,KIDNAPPING
Chennai,Adyar,13.0067,80.257,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Mumbai,Andheri,19.1197,72.8468,Medium,ASSAULT
Hyderabad,Gachibowli,17.4448,78.3498,Low,TRAFFIC VIOLATION
Lucknow,Hazratganj,26.8508,80.9462,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,VANDALISM
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Pune,Budhwar Peth,18.5167,73.855,Medium,DRUG OFFENSE
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Delhi,Rohini,28.7492,77.0574,Low,DOMESTIC VIOLENCE
Lucknow,Alambagh,26.7923,80.8899,Low,VANDALISM
Bangalore,Koramangala,12.9352,77.6142,Medium,ROBBERY
Hyderabad,Gachibowli,17.4448,78.3498,Low,PUBLIC INTOXICATION
Kolkata,Salt Lake,22.5867,88.417,Low,BURGLARY
Hyderabad,Begumpet,17.444,78.4637,Medium,PUBLIC INTOXICATION
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Delhi,Rohini,28.7492,77.0574,Low,CYBERCRIME
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,CYBERCRIME
Mumbai,Andheri,19.1197,72.8468,High,KIDNAPPING
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,High,KIDNAPPING
Hyderabad,Begumpet,17.444,78.4637,Low,BURGLARY
Mumbai,Dadar,19.0184,72.8436,Low,COUNTERFEITING
Bangalore,Koramangala,12.9352,77.6142,Medium,EXTORTION
Jaipur,Mansarovar,26.8554,75.7705,High,COUNTERFEITING
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Medium,FIREARM OFFENSE
Chennai,T. Nagar,13.042,80.2337,Low,TRAFFIC VIOLATION
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Jaipur,Vaishali Nagar,26.9196,75.7395,Medium,PUBLIC INTOXICATION
Kolkata,Park Street,22.5531,88.3501,High,KIDNAPPING
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Kolkata,Behala,22.501,88.3141,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,High,SEXUAL ASSAULT
Mumbai,Andheri,19.1197,72.8468,Low,COUNTERFEITING
Lucknow,Alambagh,26.7923,80.8899,Medium,FIREARM OFFENSE
Jaipur,Mansarovar,26.8554,75.7705,Low,VANDALISM
Chennai,Velachery,12.9784,80.2209,Low,ROBBERY
Ahmedabad,Navrangpura,23.0422,72.5551,Low,IDENTITY THEFT
Jaipur,Vaishali Nagar,26.9196,75.7395,High,CYBERCRIME
Mumbai,Bandra,19.0606,72.8366,Low,BURGLARY
Bangalore,Whitefield,12.9698,77.7499,Low,TRAFFIC VIOLATION
Delhi,Saket,28.5206,77.2073,Low,TRAFFIC VIOLATION
Kolkata,Park Street,22.5531,88.3501,Low,FRAUD
Kolkata,Behala,22.501,88.3141,Medium,FIREARM OFFENSE
Chennai,Adyar,13.0067,80.257,High,CYBERCRIME
Lucknow,Hazratganj,26.8508,80.9462,Low,PUBLIC INTOXICATION
Mumbai,Bandra,19.0606,72.8366,Low,CYBERCRIME
Bangalore,Whitefield,12.9698,77.7499,High,SEXUAL ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Low,ARSON
Mumbai,Bandra,19.0606,72.8366,Low,SHOPLIFTING
Jaipur,Malviya Nagar,26.8497,75.818,Low,VEHICLE - STOLEN
Delhi,Dwarka,28.5921,77.046,High,HOMICIDE
Ahmedabad,Satellite,23.03,72.5171,Low,DOMESTIC VIOLENCE
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,FIREARM OFFENSE
Mumbai,Dadar,19.0184,72.8436,High,SEXUAL ASSAULT
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VEHICLE - STOLEN
Bangalore,Whitefield,12.9698,77.7499,Low,IDENTITY THEFT
Mumbai,Dadar,19.0184,72.8436,Medium,ASSAULT
Bangalore,Indiranagar,12.9716,77.6408,High,HOMICIDE
Chennai,T. Nagar,13.042,80.2337,High,SEXUAL ASSAULT
Ahmedabad,Navrangpura,23.0422,72.5551,Low,VEHICLE - STOLEN
Chennai,Adyar,13.0067,80.257,High,DOMESTIC VIOLENCE
Jaipur,Malviya Nagar,26.8497,75.818,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,Medium,PUBLIC INTOXICATION
Pune,Kasba Peth,18.5196,73.8574,Low,VEHICLE - STOLEN
Hyderabad,Gachibowli,17.4448,78.3498,Low,PUBLIC INTOXICATION
Hyderabad,Begumpet,17.444,78.4637,High,KIDNAPPING
Pune,Tadiwala Road,18.5193,73.8794,High,SEXUAL ASSAULT
Ahmedabad,Navrangpura,23.0422,72.5551,Low,BURGLARY
Pune,Kothrud,18.5096,73.8077,High,CYBERCRIME
Hyderabad,Gachibowli,17.4448,78.3498,Medium,ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Low,IDENTITY THEFT
Mumbai,Dadar,19.0184,72.8436,High,KIDNAPPING
Hyderabad,Gachibowli,17.4448,78.3498,Low,VEHICLE - STOLEN
Hyderabad,Banjara Hills,17.4123,78.4296,High,COUNTERFEITING
Kolkata,Park Street,22.5531,88.3501,High,DOMESTIC VIOLENCE
Chennai,T. Nagar,13.042,80.2337,Low,IDENTITY THEFT
Ahmedabad,Maninagar,22.9921,72.6036,Low,ARSON
Chennai,Velachery,12.9784,80.2209,High,SEXUAL ASSAULT
Bangalore,Indiranagar,12.9716,77.6408,Medium,FIREARM OFFENSE
Ahmedabad,Satellite,23.03,72.5171,Medium,ILLEGAL POSSESSION
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Pune,Viman Nagar,18.5679,73.9143,High,KIDNAPPING
Kolkata,Behala,22.501,88.3141,Medium,DRUG OFFENSE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,VANDALISM
Chennai,T. Nagar,13.042,80.2337,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,Low,VANDALISM
Jaipur,Malviya Nagar,26.8497,75.818,Low,IDENTITY THEFT
Ahmedabad,Satellite,23.03,72.5171,Low,DOMESTIC VIOLENCE
Pune,Kothrud,18.5096,73.8077,High,SHOPLIFTING
Hyderabad,Banjara Hills,17.4123,78.4296,High,DOMESTIC VIOLENCE
Mumbai,Bandra,19.0606,72.8366,Low,CYBERCRIME
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Low,VEHICLE - STOLEN
Hyderabad,Banjara Hills,17.4123,78.4296,Low,TRAFFIC VIOLATION
Mumbai,Dadar,19.0184,72.8436,Medium,FIREARM OFFENSE
Ahmedabad,Satellite,23.03,72.5171,High,HOMICIDE
Mumbai,Bandra,19.0606,72.8366,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,Medium,ASSAULT
Lucknow,Gomti Nagar,26.8467,81.0,High,COUNTERFEITING
Delhi,Rohini,28.7492,77.0574,Low,IDENTITY THEFT
Mumbai,Andheri,19.1197,72.8468,Medium,EXTORTION
Delhi,Saket,28.5206,77.2073,Low,TRAFFIC VIOLATION
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Kolkata,Behala,22.501,88.3141,Medium,FIREARM OFFENSE
Bangalore,Koramangala,12.9352,77.6142,Low,TRAFFIC VIOLATION
Mumbai,Dadar,19.0184,72.8436,Low,VANDALISM
Chennai,Velachery,12.9784,80.2209,Medium,EXTORTION
Jaipur,Vaishali Nagar,26.9196,75.7395,Medium,FIREARM OFFENSE
Mumbai,Bandra,19.0606,72.8366,Medium,ROBBERY
Mumbai,Andheri,19.1197,72.8468,Low,SHOPLIFTING
Bangalore,Whitefield,12.9698,77.7499,Low,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,Medium,EXTORTION
Pune,Viman Nagar,18.5679,73.9143,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,Low,VANDALISM
Chennai,Adyar,13.0067,80.257,Low,PUBLIC INTOXICATION
Bangalore,Koramangala,12.9352,77.6142,Low,TRAFFIC VIOLATION
Ahmedabad,Navrangpura,23.0422,72.5551,Low,DOMESTIC VIOLENCE
Delhi,Rohini,28.7492,77.0574,Medium,SHOPLIFTING
Lucknow,Hazratganj,26.8508,80.9462,Medium,EXTORTION
Hyderabad,Gachibowli,17.4448,78.3498,High,KIDNAPPING
Pune,Hadapsar,18.4967,73.9347,Low,BURGLARY
Chennai,Adyar,13.0067,80.257,Low,VANDALISM
Delhi,Dwarka,28.5921,77.046,Medium,EXTORTION
Hyderabad,Gachibowli,17.4448,78.3498,Medium,ASSAULT
Pune,Tadiwala Road,18.5193,73.8794,Medium,ASSAULT
Chennai,Adyar,13.0067,80.257,Low,VANDALISM
Hyderabad,Gachibowli,17.4448,78.3498,Low,ARSON
Chennai,Velachery,12.9784,80.2209,Low,ROBBERY
Chennai,T. Nagar,13.042,80.2337,Medium,DRUG OFFENSE
Chennai,Adyar,13.0067,80.257,Low,PUBLIC INTOXICATION
Ahmedabad,Satellite,23.03,72.5171,Medium,ROBBERY
Kolkata,Park Street,22.5531,88.3501,Medium,EXTORTION
Bangalore,Koramangala,12.9352,77.6142,High,HOMICIDE
Hyderabad,Gachibowli,17.4448,78.3498,High,SEXUAL ASSAULT
Pune,Koregaon Park,18.5362,73.8938,High,SEXUAL ASSAULT
Lucknow,Hazratganj,26.8508,80.9462,Medium,PUBLIC INTOXICATION
Jaipur,Mansarovar,26.8554,75.7705,High,SEXUAL ASSAULT
Mumbai,Bandra,19.0606,72.8366,High,HOMICIDE
Delhi,Dwarka,28.5921,77.046,Low,CYBERCRIME
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Lucknow,Gomti Nagar,26.8467,81.0,Low,VEHICLE - STOLEN
Delhi,Dwarka,28.5921,77.046,Medium,ILLEGAL POSSESSION
Pune,Kalyani Nagar,18.5485,73.9028,Low,VEHICLE - STOLEN
Delhi,Rohini,28.7492,77.0574,Low,ROBBERY
Pune,Tadiwala Road,18.5193,73.8794,Medium,EXTORTION
Ahmedabad,Navrangpura,23.0422,72.5551,Low,SHOPLIFTING
Hyderabad,Banjara Hills,17.4123,78.4296,Low,ARSON
Chennai,T. Nagar,13.042,80.2337,High,DOMESTIC VIOLENCE
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,FIREARM OFFENSE
Delhi,Dwarka,28.5921,77.046,High,KIDNAPPING
Hyderabad,Banjara Hills,17.4123,78.4296,Low,TRAFFIC VIOLATION
Kolkata,Behala,22.501,88.3141,Medium,ROBBERY
Kolkata,Behala,22.501,88.3141,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Medium,PUBLIC INTOXICATION
Pune,Kondhwa,18.4575,73.8901,Low,VEHICLE - STOLEN
Delhi,Dwarka,28.5921,77.046,High,SEXUAL ASSAULT
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Jaipur,Malviya Nagar,26.8497,75.818,High,KIDNAPPING
Hyderabad,Banjara Hills,17.4123,78.4296,High,CYBERCRIME
Pune,Kothrud,18.5096,73.8077,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Low,ROBBERY
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Delhi,Dwarka,28.5921,77.046,High,HOMICIDE
Hyderabad,Begumpet,17.444,78.4637,Low,IDENTITY THEFT
Hyderabad,Gachibowli,17.4448,78.3498,High,CYBERCRIME
Pune,Koregaon Park,18.5362,73.8938,Medium,FIREARM OFFENSE
Mumbai,Dadar,19.0184,72.8436,High,HOMICIDE
Bangalore,Koramangala,12.9352,77.6142,Low,TRAFFIC VIOLATION
Delhi,Saket,28.5206,77.2073,Low,IDENTITY THEFT
Ahmedabad,Navrangpura,23.0422,72.5551,High,CYBERCRIME
Kolkata,Behala,22.501,88.3141,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Low,VANDALISM
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Pune,Kalyani Nagar,18.5485,73.9028,High,DOMESTIC VIOLENCE
Mumbai,Dadar,19.0184,72.8436,Low,TRAFFIC VIOLATION
Kolkata,Behala,22.501,88.3141,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,High,KIDNAPPING
Delhi,Dwarka,28.5921,77.046,Low,CYBERCRIME
Hyderabad,Gachibowli,17.4448,78.3498,Medium,DRUG OFFENSE
Kolkata,Salt Lake,22.5867,88.417,Low,IDENTITY THEFT
Hyderabad,Gachibowli,17.4448,78.3498,Medium,ROBBERY
Hyderabad,Gachibowli,17.4448,78.3498,High,CYBERCRIME
Chennai,Velachery,12.9784,80.2209,High,CYBERCRIME
Pune,Budhwar Peth,18.5167,73.855,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Medium,FIREARM OFFENSE
Kolkata,Salt Lake,22.5867,88.417,Medium,EXTORTION
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Delhi,Rohini,28.7492,77.0574,Low,COUNTERFEITING
Hyderabad,Begumpet,17.444,78.4637,Low,FRAUD
Lucknow,Alambagh,26.7923,80.8899,Medium,DRUG OFFENSE
Mumbai,Bandra,19.0606,72.8366,Low,COUNTERFEITING
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Ahmedabad,Navrangpura,23.0422,72.5551,Medium,ASSAULT
Chennai,Adyar,13.0067,80.257,Low,PUBLIC INTOXICATION
Kolkata,Behala,22.501,88.3141,High,SHOPLIFTING
Pune,Yerawada,18.5575,73.899,Medium,ILLEGAL POSSESSION
Hyderabad,Banjara Hills,17.4123,78.4296,Low,IDENTITY THEFT
Mumbai,Bandra,19.0606,72.8366,High,SHOPLIFTING
Ahmedabad,Satellite,23.03,72.5171,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Low,CYBERCRIME
Hyderabad,Begumpet,17.444,78.4637,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Pune,Viman Nagar,18.5679,73.9143,Low,TRAFFIC VIOLATION
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Chennai,Velachery,12.9784,80.2209,High,HOMICIDE
Bangalore,Whitefield,12.9698,77.7499,Medium,FIREARM OFFENSE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,BURGLARY
Delhi,Saket,28.5206,77.2073,Medium,PUBLIC INTOXICATION
Kolkata,Salt Lake,22.5867,88.417,Medium,ROBBERY
Lucknow,Hazratganj,26.8508,80.9462,Low,ARSON
Bangalore,Whitefield,12.9698,77.7499,Low,BURGLARY
Kolkata,Behala,22.501,88.3141,High,COUNTERFEITING
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,BURGLARY
Hyderabad,Gachibowli,17.4448,78.3498,Low,ROBBERY
